ID,class
1,0.0052082166
2,0.00042380352
3,0.0014006624
4,0.010027591
5,0.004597406
6,0.00071657205
7,0.041390724
8,0.1379661
9,0.0073317476
10,0.03691254
11,0.026209734
12,0.0054163034
13,0.0010599636
14,0.009992176
15,0.0022572125
16,0.018414563
17,0.116308436
18,0.0021951934
19,0.0018249342
20,0.79665065
21,0.0010877174
22,0.008526846
23,0.06615749
24,0.0011359779
25,0.009784847
26,0.0005857364
27,0.001249848
28,0.014012991
29,0.018354014
30,0.0010034976
31,0.002488966
32,0.006839834
33,0.004651051
34,0.0800953
35,0.0008295121
36,0.0022369493
37,0.0011358054
38,0.06794637
39,0.0036161747
40,0.0027278971
41,0.001009048
42,0.005080678
43,0.0256105
44,0.022979293
45,0.00034694932
46,0.21601173
47,0.0040969085
48,0.029396629
49,0.0027548713
50,0.0004187701
51,0.012374206
52,0.001677415
53,0.0058065415
54,0.0004442139
55,0.011383888
56,0.0044412417
57,0.00073534256
58,0.00093027577
59,0.05406596
60,0.0012147976
61,0.00085956004
62,0.00067507394
63,0.0018167719
64,0.0013908645
65,0.0053853057
66,0.023860993
67,0.0011246712
68,0.0005621379
69,0.0005103029
70,0.0026553809
71,0.004169603
72,0.07953182
73,0.011886706
74,0.007474883
75,0.005094025
76,0.03077173
77,0.0007269789
78,0.008603147
79,0.09586536
80,0.0025052773
81,0.00900297
82,0.006667645
83,0.0012048676
84,0.006671939
85,0.0023930136
86,0.0036650056
87,0.0005375181
88,0.011883513
89,0.0054018814
90,0.01327498
91,0.0013178204
92,0.0003456064
93,0.023493951
94,0.00094509847
95,0.015535435
96,0.0053282264
97,0.0044059325
98,0.0035719464
99,0.001832971
100,0.0068988902
101,0.00048426847
102,0.02900784
103,0.00968179
104,0.0030719948
105,0.00054439047
106,0.002977956
107,0.034732442
108,0.00834728
109,0.014632808
110,0.00076721713
111,0.044287417
112,0.0016577715
113,0.0040582637
114,0.12029694
115,0.0018223753
116,0.007132239
117,0.046754673
118,0.0031128295
119,0.00042670502
120,0.00137301
121,0.0011307029
122,0.03762191
123,0.03234413
124,0.021288434
125,0.0015064313
126,0.0011842325
127,0.008417952
128,0.0034071298
129,0.0043440443
130,0.0067627425
131,0.5563414
132,0.0013767363
133,0.0023438726
134,0.0007664831
135,0.009173237
136,0.044032518
137,0.0031199167
138,0.004937538
139,0.0027879754
140,0.0010981383
141,0.0016685709
142,0.009181423
143,0.0038171113
144,0.0046572294
145,0.00052192475
146,0.003891716
147,0.25523826
148,0.00047259804
149,0.04755595
150,0.0007789358
151,0.008399491
152,0.00031724796
153,0.005081674
154,0.0027220894
155,0.0028840317
156,0.0023934233
157,0.0007485571
158,0.075972304
159,0.007794787
160,0.0012095465
161,0.008924335
162,0.30256182
163,0.0031531607
164,0.0020914725
165,0.01157584
166,0.0069436864
167,0.03170521
168,0.000577935
169,0.006528694
170,0.0002540222
171,0.0031161103
172,0.012891061
173,0.0031130768
174,0.13984059
175,0.09092513
176,0.0006056715
177,0.00047561442
178,0.001384782
179,0.001988073
180,0.0027206994
181,0.0013642716
182,0.00090864813
183,0.03491241
184,0.0035737883
185,0.0007291944
186,0.0068246042
187,0.0008358203
188,0.0017890426
189,0.00043625783
190,0.049649354
191,0.002952227
192,0.008990296
193,0.24144642
194,0.005411176
195,0.0032000626
196,0.00080592005
197,0.3154795
198,0.0010144627
199,0.0019469601
200,0.094460264
201,0.008383445
202,0.024398012
203,0.0048872
204,0.014182762
205,0.002648946
206,0.0061799004
207,0.0019960145
208,0.0014192916
209,0.018570095
210,0.05436272
211,0.00040878227
212,0.00039122155
213,0.0032992314
214,0.06746568
215,0.008033009
216,0.001358502
217,0.0061354893
218,0.0016924934
219,0.0010509733
220,0.004098631
221,0.0009884716
222,0.005759089
223,0.0005971817
224,0.0058346367
225,0.008062293
226,0.014661118
227,0.008597723
228,0.0074212495
229,0.00031795405
230,0.039849117
231,0.8696513
232,0.0012779331
233,0.0031404495
234,0.001178548
235,0.00038667503
236,0.015701676
237,0.0013510757
238,0.002774193
239,0.053765006
240,0.0013110053
241,0.079078145
242,0.01630078
243,0.0061475094
244,0.006946722
245,0.0041645234
246,0.0015136473
247,0.08950565
248,0.056081716
249,0.026424654
250,0.024449354
251,0.00036369267
252,0.05914189
253,0.0007165474
254,0.0036540679
255,0.013080409
256,0.0011068111
257,0.0020139099
258,0.10039521
259,0.0020665743
260,0.0035815244
261,0.00055431714
262,0.0014921487
263,0.0005051714
264,0.0047659334
265,0.0045629074
266,0.12937029
267,0.0008026968
268,0.00064560154
269,0.12774576
270,0.0018638746
271,0.0015407256
272,0.0019598438
273,0.01890853
274,0.18730809
275,0.0010551603
276,0.03379029
277,0.003935891
278,0.01563774
279,0.0004656019
280,0.0066875783
281,0.00053096534
282,0.0073234546
283,0.0034629232
284,0.008573099
285,0.0044324226
286,0.00145783
287,0.06561419
288,0.011703473
289,0.055897288
290,0.0018924276
291,0.0014927576
292,0.003752197
293,0.0014278643
294,0.021693517
295,0.0019192285
296,0.00055419275
297,0.0016843611
298,0.0018676539
299,0.0042920024
300,0.007960063
301,0.003420774
302,0.00060897926
303,0.012237897
304,0.00047478438
305,0.0032984836
306,0.0028533672
307,0.0059092618
308,0.00069385895
309,0.012559431
310,0.0017237385
311,0.00038409504
312,0.0048106294
313,0.00959379
314,0.0006846863
315,0.008031418
316,0.0017029388
317,0.008945468
318,0.00570363
319,0.006205193
320,0.000825831
321,0.013040911
322,0.0006169413
323,0.014467202
324,0.006472615
325,0.011392445
326,0.023399837
327,0.00044285462
328,0.007992659
329,0.015371828
330,0.0019132576
331,0.00053572434
332,0.0087902155
333,0.03392827
334,0.03615482
335,0.017677339
336,0.0014378375
337,0.0015085111
338,0.00062792917
339,0.02176379
340,0.0027750914
341,0.000746445
342,0.004526788
343,0.0007935915
344,0.0010034556
345,0.0021957983
346,0.09599861
347,0.017474564
348,0.00835858
349,0.0013476324
350,0.001418258
351,0.00039736234
352,0.101514034
353,0.5786367
354,0.0042253416
355,0.008983412
356,0.0009916953
357,0.004987596
358,0.00056652783
359,0.030327693
360,0.03162214
361,0.0037423437
362,0.0015452479
363,0.00034995383
364,0.00069347286
365,0.108939216
366,0.09500562
367,0.0015016119
368,0.0491308
369,0.010018393
370,0.0017873641
371,0.07311609
372,0.05002323
373,0.0057101343
374,0.0010959186
375,0.0019464255
376,0.0025623804
377,0.0028110272
378,0.001532458
379,0.0009779447
380,0.010871021
381,0.00063775264
382,0.06108191
383,0.00022529044
384,0.0007186202
385,0.029661033
386,0.0010036018
387,0.007815264
388,0.0040360875
389,0.00089256966
390,0.010057727
391,0.0018132128
392,0.00038124813
393,0.0006937089
394,0.0012889814
395,0.004066751
396,0.006658004
397,0.0007839496
398,0.2617363
399,0.02115946
400,0.005945419
401,0.003241337
402,0.00042561366
403,0.00095802435
404,0.002475384
405,0.03849567
406,0.03389736
407,0.004704959
408,0.0036389558
409,0.02768678
410,0.08285557
411,0.013413449
412,0.00085033354
413,0.0024156533
414,0.00050366914
415,0.08958429
416,0.0022081682
417,0.0015838336
418,0.0044872556
419,0.0034496756
420,0.010285407
421,0.001637698
422,0.0014504326
423,0.0031409827
424,0.0004181508
425,0.0015932333
426,0.232452
427,0.0007507821
428,0.000980521
429,0.003936649
430,0.010925501
431,0.0039602723
432,0.0026855092
433,0.0014149413
